"车辆编号","固件版本","车架号","堆栈信息","应用名称","日期","elapse","发生时间"
66195,"XMARTA1ZHD20E5_V1.1.5.2_20181226225149.64_REV08_ENG_Alpha","LMVHFEFZ9JA800444","
#-main repeat 1
	at android.widget.LinearLayout.onLayout(LinearLayout.java:1434)
	at android.view.View.layout(View.java:14836)
	at android.view.ViewGroup.layout(ViewGroup.java:4631)
	at android.widget.FrameLayout.layoutChildren(FrameLayout.java:453)
	at android.widget.FrameLayout.onLayout(FrameLayout.java:388)
	at android.view.View.layout(View.java:14836)
	at android.view.ViewGroup.layout(ViewGroup.java:4631)
	at android.view.ViewRootImpl.performLayout(ViewRootImpl.java:1992)
	at android.view.ViewRootImpl.performTraversals(ViewRootImpl.java:1749)
	at android.view.ViewRootImpl.doTraversal(ViewRootImpl.java:1005)
	at android.view.ViewRootImpl$TraversalRunnable.run(ViewRootImpl.java:5609)
	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:789)
	at android.view.Choreographer.doCallbacks(Choreographer.java:594)
	at android.view.Choreographer.doFrame(Choreographer.java:564)
	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:775)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at com.xiaopeng.lib.bughunter.a.f$1.run(UILooperObserver.java:77)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at android.os.Looper.loop(Looper.java:136)
	at android.app.ActivityThread.main(ActivityThread.java:5271)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:515)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:805)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:639)
	at dalvik.system.NativeStart.main(Native Method)
#
#-main repeat 1
	at android.os.BinderProxy.transact(Native Method)
	at android.view.IWindowSession$Stub$Proxy.performDeferredDestroy(IWindowSession.java:873)
	at android.view.SurfaceView.updateWindow(SurfaceView.java:605)
	at android.view.SurfaceView.onWindowVisibilityChanged(SurfaceView.java:232)
	at com.autonavi.gbl.map.GlMapSurface.onWindowVisibilityChanged(GlMapSurface.java:132)
	at android.view.View.dispatchWindowVisibilityChanged(View.java:8015)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewRootImpl.performTraversals(ViewRootImpl.java:1242)
	at android.view.ViewRootImpl.doTraversal(ViewRootImpl.java:1005)
	at android.view.ViewRootImpl$TraversalRunnable.run(ViewRootImpl.java:5609)
	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:789)
	at android.view.Choreographer.doCallbacks(Choreographer.java:594)
	at android.view.Choreographer.doFrame(Choreographer.java:564)
	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:775)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at com.xiaopeng.lib.bughunter.a.f$1.run(UILooperObserver.java:77)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at android.os.Looper.loop(Looper.java:136)
	at android.app.ActivityThread.main(ActivityThread.java:5271)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:515)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:805)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:639)
	at dalvik.system.NativeStart.main(Native Method)
","com.xiaopeng.montecarlo","20190116",1403,2019-01-16 19:03:12
86776,"XMARTA1ZHD20E5_V1.1.5_20190108201223.62_REV08_USER_Release","LMVHFEFZ4JA880185","
#-main repeat 1
	at android.os.BinderProxy.transact(Native Method)
	at android.view.IWindowSession$Stub$Proxy.relayout(IWindowSession.java:834)
	at android.view.SurfaceView.updateWindow(SurfaceView.java:509)
	at android.view.SurfaceView.access$000(SurfaceView.java:86)
	at android.view.SurfaceView$3.onPreDraw(SurfaceView.java:175)
	at android.view.ViewTreeObserver.dispatchOnPreDraw(ViewTreeObserver.java:847)
	at android.view.ViewRootImpl.performTraversals(ViewRootImpl.java:1876)
	at android.view.ViewRootImpl.doTraversal(ViewRootImpl.java:1005)
	at android.view.ViewRootImpl$TraversalRunnable.run(ViewRootImpl.java:5609)
	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:789)
	at android.view.Choreographer.doCallbacks(Choreographer.java:594)
	at android.view.Choreographer.doFrame(Choreographer.java:564)
	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:775)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at com.xiaopeng.lib.bughunter.a.f$1.run(UILooperObserver.java:77)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at android.os.Looper.loop(Looper.java:136)
	at android.app.ActivityThread.main(ActivityThread.java:5271)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:515)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:805)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:639)
	at dalvik.system.NativeStart.main(Native Method)
#
#-main repeat 1
	at android.os.BinderProxy.transact(Native Method)
	at android.view.IWindowSession$Stub$Proxy.relayout(IWindowSession.java:834)
	at android.view.ViewRootImpl.relayoutWindow(ViewRootImpl.java:5088)
	at android.view.ViewRootImpl.performTraversals(ViewRootImpl.java:1419)
	at android.view.ViewRootImpl.doTraversal(ViewRootImpl.java:1005)
	at android.view.ViewRootImpl$TraversalRunnable.run(ViewRootImpl.java:5609)
	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:789)
	at android.view.Choreographer.doCallbacks(Choreographer.java:594)
	at android.view.Choreographer.doFrame(Choreographer.java:564)
	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:775)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at com.xiaopeng.lib.bughunter.a.f$1.run(UILooperObserver.java:77)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at android.os.Looper.loop(Looper.java:136)
	at android.app.ActivityThread.main(ActivityThread.java:5271)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:515)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:805)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:639)
	at dalvik.system.NativeStart.main(Native Method)
#
#-main repeat 1
	at android.os.BinderProxy.transact(Native Method)
	at android.view.IWindowSession$Stub$Proxy.performDeferredDestroy(IWindowSession.java:873)
	at android.view.SurfaceView.updateWindow(SurfaceView.java:605)
	at android.view.SurfaceView.onWindowVisibilityChanged(SurfaceView.java:232)
	at com.autonavi.gbl.map.GlMapSurface.onWindowVisibilityChanged(GlMapSurface.java:132)
	at android.view.View.dispatchWindowVisibilityChanged(View.java:8015)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewRootImpl.performTraversals(ViewRootImpl.java:1242)
	at android.view.ViewRootImpl.doTraversal(ViewRootImpl.java:1005)
	at android.view.ViewRootImpl$TraversalRunnable.run(ViewRootImpl.java:5609)
	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:789)
	at android.view.Choreographer.doCallbacks(Choreographer.java:594)
	at android.view.Choreographer.doFrame(Choreographer.java:564)
	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:775)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at com.xiaopeng.lib.bughunter.a.f$1.run(UILooperObserver.java:77)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at android.os.Looper.loop(Looper.java:136)
	at android.app.ActivityThread.main(ActivityThread.java:5271)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:515)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:805)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:639)
	at dalvik.system.NativeStart.main(Native Method)
","com.xiaopeng.montecarlo","20190116",1545,2019-01-16 19:31:18
100128,"XMARTA1ZHD20E5_V1.1.5_20190108201223.62_REV08_USER_Release","LMVHFEFZ1JA880063","
#-main repeat 1
	at android.os.BinderProxy.transact(Native Method)
	at android.view.IWindowSession$Stub$Proxy.relayout(IWindowSession.java:834)
	at android.view.SurfaceView.updateWindow(SurfaceView.java:509)
	at android.view.SurfaceView.access$000(SurfaceView.java:86)
	at android.view.SurfaceView$3.onPreDraw(SurfaceView.java:175)
	at android.view.ViewTreeObserver.dispatchOnPreDraw(ViewTreeObserver.java:847)
	at android.view.ViewRootImpl.performTraversals(ViewRootImpl.java:1876)
	at android.view.ViewRootImpl.doTraversal(ViewRootImpl.java:1005)
	at android.view.ViewRootImpl$TraversalRunnable.run(ViewRootImpl.java:5609)
	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:789)
	at android.view.Choreographer.doCallbacks(Choreographer.java:594)
	at android.view.Choreographer.doFrame(Choreographer.java:564)
	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:775)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at com.xiaopeng.lib.bughunter.a.f$1.run(UILooperObserver.java:77)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at android.os.Looper.loop(Looper.java:136)
	at android.app.ActivityThread.main(ActivityThread.java:5271)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:515)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:805)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:639)
	at dalvik.system.NativeStart.main(Native Method)
#
#-main repeat 1
	at android.os.BinderProxy.transact(Native Method)
	at android.view.IWindowSession$Stub$Proxy.relayout(IWindowSession.java:834)
	at android.view.ViewRootImpl.relayoutWindow(ViewRootImpl.java:5088)
	at android.view.ViewRootImpl.performTraversals(ViewRootImpl.java:1419)
	at android.view.ViewRootImpl.doTraversal(ViewRootImpl.java:1005)
	at android.view.ViewRootImpl$TraversalRunnable.run(ViewRootImpl.java:5609)
	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:789)
	at android.view.Choreographer.doCallbacks(Choreographer.java:594)
	at android.view.Choreographer.doFrame(Choreographer.java:564)
	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:775)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at com.xiaopeng.lib.bughunter.a.f$1.run(UILooperObserver.java:77)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at android.os.Looper.loop(Looper.java:136)
	at android.app.ActivityThread.main(ActivityThread.java:5271)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:515)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:805)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:639)
	at dalvik.system.NativeStart.main(Native Method)
#
#-main repeat 1
	at android.os.BinderProxy.transact(Native Method)
	at android.view.IWindowSession$Stub$Proxy.performDeferredDestroy(IWindowSession.java:873)
	at android.view.SurfaceView.updateWindow(SurfaceView.java:605)
	at android.view.SurfaceView.onWindowVisibilityChanged(SurfaceView.java:232)
	at com.autonavi.gbl.map.GlMapSurface.onWindowVisibilityChanged(GlMapSurface.java:132)
	at android.view.View.dispatchWindowVisibilityChanged(View.java:8015)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewGroup.dispatchWindowVisibilityChanged(ViewGroup.java:1077)
	at android.view.ViewRootImpl.performTraversals(ViewRootImpl.java:1242)
	at android.view.ViewRootImpl.doTraversal(ViewRootImpl.java:1005)
	at android.view.ViewRootImpl$TraversalRunnable.run(ViewRootImpl.java:5609)
	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:789)
	at android.view.Choreographer.doCallbacks(Choreographer.java:594)
	at android.view.Choreographer.doFrame(Choreographer.java:564)
	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:775)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at com.xiaopeng.lib.bughunter.a.f$1.run(UILooperObserver.java:77)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at android.os.Looper.loop(Looper.java:136)
	at android.app.ActivityThread.main(ActivityThread.java:5271)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:515)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:805)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:639)
	at dalvik.system.NativeStart.main(Native Method)
","com.xiaopeng.montecarlo","20190116",2687,2019-01-16 14:24:42
96172,"XMARTA1ZHD20E5_V1.1.5_20190108201223.62_REV08_USER_Release","LMVHFEFZ9JA880019","
#-main repeat 1
	at android.os.BinderProxy.transact(Native Method)
	at android.view.IWindowSession$Stub$Proxy.relayout(IWindowSession.java:834)
	at android.view.SurfaceView.updateWindow(SurfaceView.java:509)
	at android.view.SurfaceView.access$000(SurfaceView.java:86)
	at android.view.SurfaceView$3.onPreDraw(SurfaceView.java:175)
	at android.view.ViewTreeObserver.dispatchOnPreDraw(ViewTreeObserver.java:847)
	at android.view.ViewRootImpl.performTraversals(ViewRootImpl.java:1876)
	at android.view.ViewRootImpl.doTraversal(ViewRootImpl.java:1005)
	at android.view.ViewRootImpl$TraversalRunnable.run(ViewRootImpl.java:5609)
	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:789)
	at android.view.Choreographer.doCallbacks(Choreographer.java:594)
	at android.view.Choreographer.doFrame(Choreographer.java:564)
	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:775)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at com.xiaopeng.lib.bughunter.a.f$1.run(UILooperObserver.java:77)
	at android.os.Handler.handleCallback(Handler.java:733)
	at android.os.Handler.dispatchMessage(Handler.java:95)
	at android.os.Looper.loop(Looper.java:136)
	at android.app.ActivityThread.main(ActivityThread.java:5271)
	at java.lang.reflect.Method.invokeNative(Native Method)
	at java.lang.reflect.Method.invoke(Method.java:515)
	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:805)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:639)
	at dalvik.system.NativeStart.main(Native Method)
#
#-main repeat 1
	at android.os.BinderProxy.transact(Native Method)
	at android.view.IWindowSession$Stub$Proxy.relayout(IWindowSession.java:834)
	at android.view.SurfaceView.updateWindow(SurfaceView.java:509)
	at android.view.SurfaceView.setFrame(SurfaceView.java:294)
	at android.view.View.layout(View.java:14832)
